ID Поста;Дата публикации;Текст;Количество лайков;Количество репостов;Количество просмотров;Количество комментариев;Хэш;Иллюстрации;Ссылка на видео;Ссылка на пост;Ссылка на группу;ТОНАЛЬНОСТЬ;ВЕРОЯТНОСТЬ;ВСЕГО КОММЕНТАРИЕВ;ПОЛОЖИТЕЛЬНЫХ;ОТРИЦАТЕЛЬНЫХ;НЕЙТРАЛЬНЫХ;НЕОПРЕДЕЛЕНО;РАЗГОВОРНАЯ;НУЛЕВЫХ;ТЕМАТИКА
905173;17.03.2022 9:01;"Это сахар! Нынче это очень редкий продукт в Щёлково! 
Добавь сахар к себе на страницу, чтобы он хоть где-то у тебя был! 
 
P.S. Это сарказм для сметающих сахар с полок магазинов, не надо поддаваться панике.";130;25;9134;141;u6ffU_ljiXX_nuOufv6NK7qydhdd;https://sun9-85.userapi.com/impf/W0PwnkBesx1t5VES3viQDt8Sn4oOkZy0kySdHw/2MmuvQhgnnU.jpg?size=80x130&quality=95&sign=adf95850104caa513407989e24ac39da&c_uniq_tag=uPVDae5KlUrSsagZAX89s_g_u6DYF80gZPU_EenPC_s&type=album;;https://vk.com/wall-65136365_905173;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.6297846436500549, 0.16027602553367615, 0.1159707233309745;81;1;34;39;7;0;0;['сахар', 'сметающие сахар', 'редкий продукт', 'полки магазинов', 'щёлково', 'страница']
905124;16.03.2022 20:31;Посоветуйте сериал из новых, который вам очень понравился;6;0;5505;35;_Jk_lNCvZT8Bh75LTPLqhSp2PB7_;https://sun9-63.userapi.com/impf/iIzMOjq9y6ULBaU4a-2HaY-hEesjx0_nKX0tmw/3sU-1eAJQww.jpg?size=130x73&quality=95&sign=ae5913cb38df1e886e71efd2566137f0&c_uniq_tag=V6s77ncK8ys3pHMJYJ--6SpK4zPbySfadrMozl8E61s&type=album;;https://vk.com/wall-65136365_905124;https://vk.com/club65136365;'neutral', 'positive', 'negative';0.8840492963790894, 0.41490885615348816, 0.00461957138031721;35;2;11;20;2;0;0;['сериал']
905106;16.03.2022 19:05;"В Московской области более 9 тыс. транспортных средств общественного транспорта, на всех маршрутах теперь принимают карту «Тройка», сообщает пресс-служба Министерства транспорта и дорожной инфраструктуры региона.

«Пять тыс. автобусов — коммерческие перевозчики, подключенные к системе „СберТройки“. В некоторых из них установлены стационарные терминалы, в других — мобильные терминалы. Теперь пассажиры смогут оплатить проезд в Москве и области одной транспортной картой», — говорится в сообщении.

Вице-губернатор Московской области Игорь Тресков отметил, что за год работы «Тройки» в Подмосковье картой оплачено более 6,2 млн поездок, из них 1,7 млн пришлось на 2022 год.

«СберБанк совместно с правительством Москвы и правительством Московской области активно развивает инфраструктуру приема бесконтактных и электронных платежей в сфере общественных перевозок по всей стране, в том числе в Подмосковье. Мы вместе обеспечиваем увеличение доли безналичных расчетов и введение удобных и эффективных инструментов оплаты для пассажиров, расширение возможностей удаленного и бесконтактного пополнения баланса транспортных карт с использованием собственной инфраструктуры. Для жителей Московской области, безусловно, это значимое событие, которое упростит процесс оплаты транспорта и позволит избегать очередей в билетных кассах», — сказал Дмитрий Малых, директор дивизиона «Эквайринг» СберБанка.

Благодаря карте «Тройка» пассажиры получают доступ к системе лояльности при оплате проезда. Чем больше поездок совершает пассажир за 30 дней, тем больше экономит. После каждой десятой поездки скидка будет увеличиваться на 7%, а с 51-й поездки максимальная скидка составит 35%.

В феврале 2021 года «Тройку» запустили в автобусах «Мострансавто», сейчас она доступна на всех маршрутах подмосковных перевозчиков. Купить «Тройку» жители могут в кассах автостанций и вокзалов АО «Мострансавто», а также в кассах пригородных вокзалов АО «Центральная ППК» и АО «МТППК». Пополнить транспортную карту можно в банкоматах СберБанка, а также в мобильном приложении «Московский транспорт» и «Метро Москвы». По всем вопросам можно обратиться в контакт-центр «Московский транспорт» по номеру 3210.";7;4;4216;4;CwTCrHNtvq_ElLWSx1-KVUdlT4N-;https://sun9-34.userapi.com/impf/b0AJO7zwdtDMQeCbeR_SY3flEd22yvwRvlfgcw/WazBxWOlsTE.jpg?size=130x130&quality=96&sign=407be662d31d01a1bda71230b5d3b2d2&c_uniq_tag=31h5RH8-N_bO46yqUSgIB3aA5gh-cEM8egYRud_eiH8&type=album;;https://vk.com/wall-65136365_905106;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.812877357006073, 0.13661839067935944, 0.069551751017570;4;0;2;2;0;0;0;['тройка', 'московская область', 'пассажиры', 'карта', 'ао', 'московский транспорт']
905079;16.03.2022 18:00;"?С таким портфолио выходят мои ученики!!!?? 
 
??Привет, Я ТОП мастер Перманентного макияжа и дипломированный международный тренер! Эксперт и спикер в области ПМ, открываю набор на апрельский базовый курс?? Новая профессия за 4 дня с ОФИЦИАЛЬНЫМ ПРИСВОЕНИЕМ СВИДЕТЕЛЬСТВА! 
 
??Только посмотрите на эти невероятной красоты работы! Еще бы! Ведь я даю самые эффективные техники отработки штриха? 
 
???????Мы чательно разбираем все основные составляющие и ПОЛНОСТЬЮ ВСЮ ВАШУ ОТРАБОТКУ НА МОДЕЛИ Я СОПРОВОЖДАЮ СВОИМИ КОММЕНТАРИЯМИ И ПОДДЕРЖКОЙ! Так, что на середине пути вы уже можете доделать всю работу уверенно и без присмотра?? 
 
??Станьте настоящим профессионалом своего дела БЕЗ ПЕРЕУЧИВАНИЙ! 
 
?Получите в подарок свое продающее портфолио, наставления по ведению соц. сетей, методическое пособие, АППАРАТ, СВИДЕТЕЛЬСТВО и многое другое? 
 
ПОДРОБНЕЕ ОБ ОБУЧЕНИИ ПИСАТЬ СЮДА?? 
 
Контакты 
 
Группа ВКонтакте https://vk.com/maryvel_permanent 
Инстаграм https://instagram.com/maryvel_permanent
Рабочий номер 89779048224 
Телеграм https://t.me/+PQWOKncT_pMxMjdi";4;1;2566;0;VPJJS_ZiDnqGbpV9uXFaHh28e9o7;https://sun9-6.userapi.com/impf/FiZWjfAD6HsF7RmVx1WdlpbBQXFWq5ENjetTyQ/zO4tSbqc7Bs.jpg?size=130x92&quality=95&sign=98cf795f06f3bec8782979c157f2c663&c_uniq_tag=JkFBk1-saZOTEM7up1bLNIOyjqIfO62CBmpIEH1SSlE&type=album;;https://vk.com/wall-65136365_905079;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.6654205918312073, 0.10375863313674927, 0.0780881643295288;0;0;0;0;0;0;0;['самые эффективные техника отработки штриха', 'невероятная красота работы', 'дипломированный международный тренер', 'вся ваша отработка', 'апрельский базовый курс', '89779048224 телеграм https://t.me/+pqwoknct_pmxmjdi']
905038;16.03.2022 15:31;Обращение больше к администрации г. Щелково. Надеюсь они мониторят группы и примут меры. Уже много жалоб граждан по поводу беспредела водителей всех маршруток города. В том числе, Маршрут 55 (щелково7-воронок). У водителей ежедневно начинают появляться свои правила работы. То у них оплата не проходила с телефона ( когда даже это было возможно) - выход был перевод на карту водителю (тот же нал на руки), теперь Они не принимают карты (ни социальные, ни тройки, ни стрелки, ни банковские), Обосновывая тем, что их кто-то там штрафует и не берут пассажиров. Но зато, им ничего не мешает набрать за наличку до 40 человек народу (битком) и ехать довольными. Может уже пассажир будет решать как ему лучше и проще оплатить поездку? Кстати, давно пора подумать об увеличении количества транспорта в Часы пик в многонаселённых районах, в том числе по маршруту щелково 7 до Воронка. Народ на конечных остановках уже набивает полностью транспорт, как остальным то ехать? Час в пробке в позе «лотоса»? Решите уже вопрос с беспределом в этих видах транспорта или уже стоит привлечь главенствующее учреждение по МО?;59;4;9717;68;1baPRUalyJFULwyWSKIMBGG2xCkH;https://sun9-34.userapi.com/impf/-YTrFNn-tR6y1jeYC1vNHK4mvQuFSNGKJvEe4g/duwC9T9bXYc.jpg?size=130x87&quality=96&sign=b37d086785cb687073ad4c5b8e32d458&c_uniq_tag=HWbcT-jWr8AFZE-_VM9Zwj_oK_CA6oYzVXoES7gVnDg&type=album;;https://vk.com/wall-65136365_905038;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6442351341247559, 0.3140605390071869, 0.098089322447776;31;0;22;8;1;0;0;['щёлково', 'число', 'народ', 'маршрут', 'карта', 'увеличение количества транспорта']
905023;16.03.2022 13:01;"Я знаю реальную историю, как один Канадец, обменял обычную канцелярскую скрепку на дом... 
Но это там, за океаном...??
А это у нас, в России!
Это вот серьёзно...?";6;5;6668;23;08c87jUJBr4sCDUs3CSamrio26Cw;https://sun9-61.userapi.com/impf/I6ZnUmLyMENbNJbndb10Q81FaDtJZwvY3luUOw/jtHRf7_H9C0.jpg?size=130x87&quality=95&sign=68569f80d06d05c534553b76c95bf4dd&c_uniq_tag=kwL9xjKzofww1tTN6qZO0ic37WgI0_C7TQwBtaP7XUw&type=album;;https://vk.com/wall-65136365_905023;https://vk.com/club65136365;'neutral', 'positive', 'negative';0.29422497749328613, 0.1732981950044632, 0.152042239904403;23;0;8;11;4;0;0;['обычная канцелярская скрепка', 'реальная история', 'один канадец', 'россия', 'океан', 'дом']
905018;16.03.2022 12:00;"ЦЕНТР БЫТОВЫХ УСЛУГ - Первый Помощник!????

Мы молодая, развивающаяся компания специалистов в области обслуживания частных домохозяйств, которая окажет Вам максимально широкий спектр услуг по уходу за домом или офисом.

Своим клиентам мы гарантируем оперативность и качество работ, безопасность имущества, аккуратность и пунктуальность сотрудников ?

Будем рады видеть Вас в числе наших клиентов!

Дом, Семья, Уют — вечные ценности!

Уделите больше времени своей Семье, а 1Assistant — Ваш первый помощник, поможет сделать Ваш дом уютнее!

Мы не такие, как Все!
Мы - стремимся быть лучше!

Искренне Ваш Первый Помощник!??
_________________________
?? https://1-assist.ru
?? +7(495)-150-60-47 (позвоните или напишите в WhatsApp)
? mail@1-assist.ru

Мы в ВКонтакте- https://vk.com/club211600423

Мы в Instagram - https://www.instagram.com/1assistant_/";1;0;2065;0;WBzGY5lItz0tOr_SlU1WFnsgWTOK;https://sun9-62.userapi.com/impf/r_m07-zlRgN2Cl8sapAgmMXkPI9Wn9VxJk0OTA/ext-5zjd8uw.jpg?size=92x130&quality=95&sign=a447046af7d311667fb9edb6bfa39ef2&c_uniq_tag=T2bg4jg-2z_UXmQUSw-2P2RnfG5XUt1BurS71pZE1gg&type=album;;https://vk.com/wall-65136365_905018;https://vk.com/club65136365;'neutral', 'positive', 'negative';0.8354935646057129, 0.0695517510175705, 0.0675566866993904;0;0;0;0;0;0;0;['ваш первый помощник', 'семья', 'дом', 'широкий спектр услуг', 'развивающаяся компания специалистов', 'частные домохозяйства']
905009;16.03.2022 11:02;Добрый день! Хотелось бы спросить, зачем администрация г.о. Щёлково поручила своим службам изуродовать недавно отремонтированный тротуар, по которому ходят жители улиц Добролюбова, Авиационной, Технотканского и Авиационного проездов, а также всех тех, что рядом? Буквально осенью нам заасфальтировали пешеходные дорожки, чего мы ждали несколько лет, и мы очень обрадовались. Правда минувшей зимой, несмотря на сильные снегопады, никакая техника их очищать не приезжала, местные жильцы справлялись своими силами, выходили на субботники. А вчера я шла с ребёнком из детского сада и увидела группу рабочих, которые буквально ковшом экскаватора долбили с нового асфальта лёд, тем самым нанося ему повреждения. На вопрос, кто их сюда прислал, ответили – администрация города. Смогут ли наши власти ответить за этот вандализм? Всю зиму сидели сложа руки, а как начало всё таять, так пришли оказывать медвежью услугу? Зачем? #Намневсеравно #губернатормо #воробьеваю;13;0;6134;20;Z8DeC0vymJ1g5h_ibc2JFQfOOcRu;https://sun9-65.userapi.com/impf/7i3N-rhhHFFmEca4LV37yX5E62TZf3QlE9wuDg/Y5oGE_eOyTw.jpg?size=97x130&quality=95&sign=8ce942d4f0012f2e81189859514fa2fd&c_uniq_tag=6fi5mhAFCMvv7uFfl_FAMUE9Pvwq15Yr2aC0AFfphhs&type=album;;https://vk.com/wall-65136365_905009;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.3415925204753876, 0.2509227991104126, 0.125932753086090;20;1;13;5;1;0;0;['жители улиц добролюбова', 'сильные снегопады', 'пешеходные дорожки', 'отремонтированный тротуар', 'новое асфальт', 'никакая техника']
904997;16.03.2022 9:00;"Студия «Анастейша» 
В марте акция ??? 
 
Перманентный макияж бровей + губы 7.000 
 
Предоставляю услуги : 
- ПЕРМАНЕНТНЫЙ МАКИЯЖ БРОВЕЙ/ГУБ/ВЕК 
- ОКРАШИВАНИЕ БРОВЕЙ ХНОЙ/КРАСКОЙ 
- ДОЛГОВРЕМЕННАЯ УКЛАДКА 
- ЛАМИНИРОВАНИЕ РЕСНИЦ 
- 
К каждому клиенту индивидуальный подход ?? 
 
Так же в студии можно снять аренду рабочего места ? 
 
Для записи и консультации пишите?? +79254062234 
 
Так же больше работ можете посмотреть перейдя по ссылке : instagram.com/koscova_a_pm";5;0;2289;0;FCk95Dev_-jV4_y-MCn3etAQXWOF;https://sun9-82.userapi.com/impf/MvosuiHY8vPdZD4n_Edl2ouQ6WXIfSNDK5q2sg/djiRj3TIAIY.jpg?size=130x130&quality=95&sign=b87062ea696e281365da83eb5adcf527&c_uniq_tag=jkc4NXZd_NA3OEGNjpjgLsiQB9ZEm3yCs8pDt4AqsbM&type=album;;https://vk.com/wall-65136365_904997;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.9173126816749573, 0.05501529201865196, 0.05185545980930328;0;0;0;0;0;0;0;['студия', 'перманентный макияж бровей', 'рабочее место', 'перманентный макияж', 'окрашивание бровей', 'ламинирование ресниц']
904993;16.03.2022 8:31;"И снова тема уборки в подъезде. Выходя вчера из дому обнаружил чрезмерную загаженность на первом этаже у входной двери в подъезд. Вернувшись домой поднял записи с видеорегистратора и выяснилось, что уборщица подъезда просто выметает сор из подъезда на улицу, а уборщица улицы просто берёт этот мусор и кидает его обратно в подъезд. 
 
В целом мне сильно плевать где чья зона ответственности, но мусора не должно быть ни внутри подъезда, ни на прилегающей территории, вообще нигде. 
 
Требую от УК ""Жилищник"" Щелково провести разъяснительную работу среди своих сотрудников и произвести полную уборку как в подъезде, так и на придомовой территории. 
 
Адрес: Комарова 8, подъезд 2";16;9;5886;17;Vw4S3DWqvhLtOFAAGXQo91d4MSUX;;https://i.mycdn.me/getVideoPreview?id=2399149820623&idx=15&type=39&tkn=Y1Kxxs-4AQo1Kuf3PTkYl7_T_mY&fn=vid_s;https://vk.com/wall-65136365_904993;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.5000100135803223, 0.2689514458179474, 0.173298195004463;17;0;15;2;0;0;0;['подъезд', 'мусор', 'чья зона ответственности', 'чрезмерная загаженность', 'уборщица улицы', 'уборщица подъезда']
904986;16.03.2022 7:01;"Дочка потеряла карту Сбербанка. На карту положили 1 рубль и написали сообщение: «нашли карту около почты, Щелково 7.» от Юрий Валентинович З. К сожалению не знаю, как с вами связаться ?? прошу, если вы увидите это сообщение, напишите мне ?? 
Заранее спасибо";8;0;4329;2;PpJ30x7k6Yr_LsZccp3D0vdUvOtb;https://sun9-79.userapi.com/impf/Yj3VLoO3q1CVbY2pYjH4OzFISMYxR4oFI5l6ZQ/Q7goMuRv1TM.jpg?size=130x97&quality=95&sign=83bbaf7971568fbf0b68084283e0fb6d&c_uniq_tag=m4NQnrf_zeaBlQwQlLXqCyd0tk6pPTtVTouoejLjJEc&type=album;;https://vk.com/wall-65136365_904986;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6297846436500549, 0.22816647589206696, 0.2018232196569442;2;0;0;1;1;0;0;['сообщение', 'карта', 'карта сбербанка', '1 рубль', 'юрий', 'щёлково']
904927;15.03.2022 21:07;"Поболтаем??

Какую последнюю книгу читал (-а)? Какие впечатления?";1;0;4375;13;OF7krrjO2sFL2QQziMbz3RzG6T89;https://sun9-84.userapi.com/impf/jPKy9mJ6nVo2q3OwsJUWQBxGj0q2gSMRdj6hFg/kSb23uMRZEM.jpg?size=130x87&quality=96&sign=111396fce4d816a8f0857425200d4a3e&c_uniq_tag=is_epWd9RR7vJGxFSFGBxSy8QpHt2FgElaVd5ClVU-4&type=album;;https://vk.com/wall-65136365_904927;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9783946871757507, 0.020342351868748665, 0.0050703319720923;13;0;2;9;2;0;0;['какая последняя книга', 'какие впечатления']
904883;15.03.2022 19:01;;50;1;5146;43;jY1vrknDQeyU5OzwkUh_r0pBiNTX;https://sun9-65.userapi.com/impf/YcmzAwhzxO1PZKAH5TlkwdzOk0LRSfjjc7w_cg/yAGflPuvmrg.jpg?size=130x130&quality=95&sign=958d77eb765812a97ed006ce315b0afe&c_uniq_tag=q8cnHQuwWIVmdWnuAz2YdG1To9ZztA5N3QT30sVr1k0&type=album;;https://vk.com/wall-65136365_904883;https://vk.com/club65136365;0;0;14;0;8;6;0;0;0;[]
904856;15.03.2022 16:31;"Многие горожане получили дополнительную квитанцию об оплате от ООО ""Теплоцентраль"" по доначислению за коммунальную услугу по отоплению за период с 01.07.2020г. по 15.07.2020г. Кто-то пытался дозвониться и получил в ответ - приезжайте на Космодемьянскую 10а с копией квитанции об оплате и с заявлением. Информация на сайте ООО ""Теплоцентраль"". Доведите информацию до ваших соседей, пенсионеров, у которых нет доступа к интернету и возможности тратить время на выяснение обстоятельств";19;24;7076;15;JdJji9Z-D328AW9D9cgXTNF5cBJh;https://sun9-54.userapi.com/impf/QhtRJXpx9hdBiG5TvgoHm29N4Zj3aYFa_bHsrw/P0JEkWvWI80.jpg?size=130x77&quality=95&sign=10e59c0dbd77f8c7c043c2d72315187d&c_uniq_tag=2g0KwoZc8GGBhe35Q8OEPPDunQ_F8TvmaPdUmr8wLI0&type=album;;https://vk.com/wall-65136365_904856;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.8670457601547241, 0.1294127255678177, 0.0550152920186519;14;0;6;7;0;1;0;['теплоцентраль', 'оплата', 'ооо', 'информация', 'коммунальная услуга', 'дополнительная квитанция']
904814;15.03.2022 14:02;Ребят, помните эти ручки? ?? У вас тоже такая была?);62;0;5769;35;7JlOwHFh3zmPeiDYShIyc5NqH6R2;https://sun9-22.userapi.com/impf/SnxOS-Uus7dSESA84OW26YwKV_ncPgZCGx6kag/IVh-R7iOfro.jpg?size=95x130&quality=95&sign=aafce9dd9930c1bc4c75a218faf35f54&c_uniq_tag=LYMe2qYCcBX_IsfK5yqa4KuLvB-s25SFu23PEGk5dTQ&type=album;;https://vk.com/wall-65136365_904814;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9496793746948242, 0.07808816432952881, 0.01745248772203922;17;0;14;3;0;0;0;['ручка', 'ребята']
904719;15.03.2022 10:00;"??Студия перманентного макияжа Юлии Витковской vk.com/vitkovskaya_stydio дарит подарки к 8 марта?? Только до 20 марта скидка 30% на ваши любимые услуги? 
Запись уже открыта ? 
 
?30% на Перманентный макияж (бровей, губ, век) у топ-мастера студии ? 7000р вместо 10000р ?? 
 
?30% на Перманентный макияж (бровей, губ, век) у ведущего мастера студии ? 4200р вместо 6000р ?? 
 
?30% на Перманентный макияж (бровей, губ, век) у мастера студии ?2100р вместо 3000р ?? 
 
?30% на Наращивание ресниц ? 1400р вместо 2000р ?? 
 
?30% на Маникюр с покрытием гель-лак ? 1190р вместо 1700р ?? 
 
?30% на 7-ми этапную чистку лица ? 2450р вместо 3500р ?? 
 
Записывайтесь уже сейчас???? 
??+7(916) 597-42-43 WhatsApp 
? 
?? ВКонтакте vk.com/vitkovskaya_stydio 
? 
??Щелково, ул. Парковая д.1 этаж 3.";0;2;2429;0;kygc7Kmnl7gc4DeRbc1eQOz3xoWn;https://sun9-1.userapi.com/impf/reA_LWv1ddNkyguB9Hey740Q8U6Ds2EahLOVpQ/tlCyqtRAOJk.jpg?size=130x129&quality=95&sign=1f0fb65de72efc9289908eb16009ddb8&c_uniq_tag=eLY_rJk-S2wVr44T3OgnFHyWtfYiCu7rkQ_pSStdM38&type=album;;https://vk.com/wall-65136365_904719;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9732507467269897, 0.051855459809303284, 0.02443309314548969;0;0;0;0;0;0;0;['студия', 'перманентный макияж', 'губы', 'век', 'брови', 'перманентный макияж юлии витковской vk.com/vitkovskaya_stydio']
904700;15.03.2022 9:00;"??РАСПРОДАЖА?? 
?ЦЕНА КОМПЛЕКТА ДВУХСПАЛЬНОГО ПОСТЕЛЬНОГО БЕЛЬЯ (САТИН) ВСЕГО 
??1?4?0?0? рублей ?? 
??СТАРАЯ ЦЕНА 1?8?0?0? ?? 
?ПРИ РЕПОСТЕ К СЕБЕ НА СТРАНИЦУ 
ЦЕНА 1?2?0?0? р? 
РАЗМЕР: 
ПОДОДЕЯЛЬНИК 180/220см(1) 
ПРОСТЫНЯ 200/220(1) 
НАВОЛОЧКА 70/70(2) 
 
100% КОМФОРТНО И УДОБНО 
 
СДЕЛАТЬ ЗАКАЗ : https://vk.com/id707790405 
 
НАШ INSTAGRAM: ?POSTELNOE_MO? 
 
Предлагаю сразу перейти к качествам нашего продукта : 
 
?? НИЗКАЯ ЦЕНА 
??ОТЛИЧНОЕ КАЧЕСТВО ТКАНИ 
??КАТУШКИ НЕ ОБРАЗУЮТСЯ 
??НЕ ЭЛЕКТРИЗУЕТСЯ 
??СНЯТСЯ ХОРОШИЕ СНОВИДЕНИЯ 
??ДОСТАВЛЯЕТ ОГРОМНОЕ УДОВОЛЬСТВИЕ 
 
?Отрицательных качеств не обнаружено ? 
 
Сотни клиентов остались довольны качеством нашего продукта ?? 
 
Доставка бесплатная ??";10;7;3970;0;scWZPchWLmkF-wUOfK23iduELIuC;https://sun9-41.userapi.com/impf/NiSXZZJL5nVgihzIr_WeLqjIRIUtkLJN8PdDTA/k2pXLB2vdUQ.jpg?size=130x96&quality=95&sign=e7d87cfe7e6eb7164059729e183ad1f5&c_uniq_tag=dbWw7z84iosZ6V-ELW_hjJsYcZi5RuWWEUfCW80KhuE&type=album;;https://vk.com/wall-65136365_904700;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9344051480293274, 0.051855459809303284, 0.0460439100861549;0;0;0;0;0;0;0;['наше продукт', 'отличное качество ткани', 'двухспальное постельный бельё', 'цена комплекта', 'хорошие сновидения', 'старая цена']
904688;15.03.2022 8:38;"Сегодня в первый раз столкнулся с санкциями: не смог в палатке ""Щёлково-Хлеб"" с помощью ApplePay ""Сберовской"" картой оплатить пироженки... ?? Хорошо, что сама карта была с собой... А еще вчера было все в порядке...";10;0;5300;43;gXs956W3oV1OkyhA9-UPLM0gmXgG;https://sun9-23.userapi.com/impf/qB4be2oTCqBBXzOZyBxYJxtcjwL9v3Qqzq7b-A/20cQqYbC31w.jpg?size=130x85&quality=95&sign=b4b2c0674bdb54e183339dfed11bddc1&c_uniq_tag=fYKSM30qyW5aowzuCFZf4gYgDMivioJuqBeNfz-4eD8&type=album;;https://vk.com/wall-65136365_904688;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.5544804334640503, 0.16886694729328156, 0.098089322447776;43;2;19;18;4;0;0;['сама карта', 'помощь applepay', 'первый разы', 'щёлково-хлеб', 'санкции', 'порядок']
904682;15.03.2022 7:05;"Хлеб следует покупать только в стационарных торговых точках, упаковка продукта должна быть целой и чистой, сообщает пресс-служба Роспотребнадзора.

«Внимательно читайте этикетку на упаковке — обязательно должна быть указана информация о местонахождении и наименовании изготовителя, дате изготовления, сроке годности, условиях хранения, а также о составе пищевой продукции», — говорится в сообщении.

Покупателям посоветовали отдавать предпочтение хлебобулочным изделиям, которые обогащены витаминами, минеральными веществами, микронутриентами, а также в состав которых входят ржаная мука, отруби, мука грубого помола. Данная продукция восполняет от 20% до 75% от суточной потребности человека в витаминах и минеральных веществах.

За счет потребления хлеба человек почти наполовину удовлетворяет потребность организма в углеводах, на треть — в белках растительного происхождения, а хлеб из пшеничной обойной или ржаной муки практически полностью удовлетворяет потребность организма в пищевых волокнах и витаминах группы В.

Пищевая ценность хлеба определяется его калорийностью, усвояемостью и содержанием витаминов, минеральных веществ и аминокислот. Содержание витаминов в хлебе зависит от их содержания в муке. Зерно пшеницы и ржи, а значит и мука, лишены витаминов A, C и D. Чем беднее мука отрубями и частичками зародыша зерна, тем меньше в ней витаминов группы В и токоферолов.

Регулярный прием хлеба имеет и физиологический смысл. Он положительно воздействует на работу пищеварительного тракта.";5;1;4261;1;jOMCKRg5_LglJD0jGP0AREvlQWjV;https://sun9-29.userapi.com/impf/0pyxqhkx3wb_JaDuUcT_9yE7ehG4F85uhpizPg/_uSDh1b1RkM.jpg?size=130x130&quality=96&sign=9ee14a429e28125d7e9843e43b0878b3&c_uniq_tag=kieEy2_i61UnWT8r4vfhn4pNRRp24kljwrF3tFu74Mg&type=album;;https://vk.com/wall-65136365_904682;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.7431780099868774, 0.1778208613395691, 0.069551751017570;1;0;1;0;0;0;0;['мука', 'минеральные вещества', 'хлеб', 'содержание витаминов', 'потребность организма', 'витамины группы']
904563;14.03.2022 20:42;"Компания P&G поднимает цены на товары на 40% 
 
По данным «Коммерсанта», производитель бытовой химии и товаров для гигиены P&G (Ariel, Fairy, Pampers, Gillette) повышает отпускные цены в среднем на 40%. Это происходит из-за удорожания логистики, материалов и девальвации рубля. 
 
Вот на сколько должны вырасти цены в самое ближайшее время: 
 
26% — моющие средства 
30% — средства для стирки 
33% — товары для женской гигиены 
47% — товары для детской гигиены 
58% — средства по уходу за полостью рта 
63% — средства по уходу за волосами 
65% — средства для бритья 
67% — товары для красоты и здоровья 
74% — профессиональные средства для уборки";11;48;10397;85;Ge3nCBl55BUTUJ_WbrR2Tl2e0wNr;https://sun9-82.userapi.com/impf/jIXhC1-MA4yfy4HvrlfPOyjz43H2uD3A5bVSog/fY15pA5BZ_4.jpg?size=130x73&quality=95&sign=688e332c758f2515a094d00d486ef5ef&c_uniq_tag=gJxytJytL1bVBaEyGMndT1sqDL9IKfXT-rSiNmMaqRA&type=album;;https://vk.com/wall-65136365_904563;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.839743971824646, 0.16886694729328156, 0.125932753086090;37;2;11;22;2;0;0;['товары', 'средства', 'цены', 'уход', 'самое ближайшее время', 'удорожание логистики']
904526;14.03.2022 17:31;С 15 марта отменяется обязательное ношение масок в общественных местах??????;21;14;7158;68;d31wmSZp94bV2I0Hv2JJfiB98eIM;https://sun9-63.userapi.com/impf/cGaafpIWEwrC_5-Dst7zsjfjYf4Z8DRntbBS3w/9VP8CK3QxdU.jpg?size=130x141&quality=96&sign=65b979a92133e3f13fb1a4020a68aea2&c_uniq_tag=iw1kEhkkHKrXKECjUcozNJIcMQaFgoDdAWVoe5HZgic&type=album;;https://vk.com/wall-65136365_904526;https://vk.com/club65136365;'neutral', 'speech', 'negative';0.8634016513824463, 0.09010298550128937, 0.05666243284940719;39;1;25;12;1;0;0;['обязательное ношение масок', 'общественные места', '15 марта']
904436;14.03.2022 14:35;А кто-нибудь знает что случилось с Щелковским хлебом? И батон и буханку есть невозможно. На вкус как просфорка. Забыли видимо добавить соль и сахар.;55;18;12224;129;J_EehOVO4vGL6pQX0CrnOfE-lqPy;https://sun9-61.userapi.com/impf/X-1zatuW521FOe3ERMHy_hVnBtrm9rlIipnEiA/cDpEYajupHI.jpg?size=130x173&quality=96&sign=95ed74baa3b0658ee497b67ce9877dc8&c_uniq_tag=cvV9hlaXp0nnHroqN4tUcsgLb0oXY6LSN2UxhCw4_yo&type=album;;https://vk.com/wall-65136365_904436;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.44553956389427185, 0.1259327530860901, 0.1008886247873306;85;5;36;37;7;0;0;['щёлковский хлеб', 'соль', 'сахар', 'просфорк', 'вкус', 'буханка']
